Gender,Age,Family members count,Current residence,Parents status,Guardian,Fathers education,Mothers education,Guardians monthly income,self_supporting_activity,monthly_income,gpa_software_eng_intro,gpa_formal_methods,gpa_req_eng,gpa_sda,gpa_spm,gpa_sqe,gpa_se_testing,gpa_se_design_patterns,gpa_sc,gpa_ict,gpa_pf,gpa_discrete,gpa_ppit,gpa_oop,gpa_dsa,gpa_se_concepts,gpa_coal,gpa_db,gpa_dip,gpa_algo,gpa_os,gpa_ccn,gpa_cg,gpa_numerical,gpa_webtech,gpa_hci,gpa_gamedev,gpa_automata,gpa_ids,gpa_mobiledev,gpa_ai,gpa_processor_assembly,gpa_compiler_construction,gpa_ml,gpa_infosec,gpa_software_proc_improv,gpa_cv,gpa_data_security,previous sgpa,matric percentage,school scholarship?,intermediate_background,intermediate_percentage,college scholarship?,nts_score,Program,reason_for_program_choice,interest_in_domain,program_satisfaction,current_semester,current_cgpa,uni_scholarship?,paying_fees_status,mode_of_study,subject_difficulty,subject_interest,certificates_or_diploma,library_visits_frequency,study_preference,borrow_books,online_lectures_usage,daily_study_hours,self_study_days,health_status,disability_status,daily_freetime,teacher_methodology_preference,time_with_family_friends,commute_time_to_university,physical_exercise_time,love_travelling,preferred_eating_places,participate_in_cocurriculars,group_study_preference,book_reading_interest,socializing_interest,preferred_spare_time_activities,time_in_spare_activities,family_relationship_quality,internet_access,learning_speed,familysupport_ineducation,graduation_risk_perception,Self-Discipline,Hard Working,Punctuality,Politeness,Team Player,Confidence,Responsible,importance_of_grades,Do you take nutritions.,Do you love sports?,Do you value and have confidence of your opinions?,sleep_time? (7-8 hours)],Do you do self-directed learning?,study burnout,semester success belief,weather impact on focus,study planning,task consistency,Pass/Fail,marks,Grades
1,20,5,0,2,4,7,9,5,41,9,9,8,9,8,8,8,9,9,9,4,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.15,88.0,0,1,90.0,0,72.0,1,23,3.0,5,1,3.15,0,3,0,2,4,1,4,1,1,1,4,4,5.0,0,5,5.0,0,4,3,5,0,1,10,2,2,11,0,0,2,1,0,1,0,2,2,2,3,2,0,1,4,3,0,4,0,1,0,2,2,0,Pass,76.103455,B+
1,19,6,0,2,1,10,3,11,35,9,9,8,9,8,8,8,9,9,9,4,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.07,87.0,1,3,66.0,0,76.0,1,11,3.0,4,1,2.07,0,3,0,3,4,1,4,1,2,0,1,33,4.0,0,4,4.0,0,0,1,4,0,4,10,4,2,102,0,2,0,1,0,1,2,0,0,2,0,2,0,3,4,2,2,4,2,4,4,2,4,2,Pass,69.22071,C
0,19,6,2,2,1,9,7,0,5,9,9,8,9,8,8,8,9,9,9,4,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.82,96.0,0,1,95.0,0,68.0,1,29,3.0,4,1,2.82,0,3,0,2,3,1,2,1,1,4,0,6,3.0,0,0,3.0,0,0,1,2,0,1,0,5,4,22,1,2,0,2,2,0,2,0,2,2,1,1,2,4,3,4,3,3,3,4,3,3,4,4,Pass,57.968452,B
1,19,9,0,2,0,7,8,2,41,9,9,8,9,8,8,8,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.37,87.0,0,3,82.0,0,84.0,1,29,5.0,5,1,3.37,0,0,0,2,4,1,3,1,1,2,5,37,4.0,0,3,4.0,0,0,1,4,0,3,7,2,4,38,2,0,2,0,0,1,2,0,1,2,2,1,2,1,4,4,2,2,0,3,0,2,2,3,Pass,78.932335,B+
0,20,7,2,2,1,7,3,18,50,9,6,8,9,8,8,8,9,9,9,5,6,6,9,6,2,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.0,87.7,0,3,87.6,1,70.0,1,11,3.0,3,3,3.06,0,3,0,4,3,1,2,1,2,0,8,4,5.0,0,4,2.0,1,4,1,3,1,4,10,4,4,117,7,2,0,1,2,0,1,2,1,2,1,0,0,4,1,3,0,0,4,0,0,4,4,4,Pass,59.978477,B-
1,19,6,0,2,0,11,6,5,10,10,5,8,9,8,8,8,9,9,9,4,5,6,9,5,5,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.0,95.0,0,1,89.0,1,79.0,1,31,5.0,5,3,3.0,1,0,0,3,3,2,1,0,1,0,4,44,3.0,0,1,3.0,1,6,3,5,1,4,10,2,2,111,1,2,4,1,0,1,2,0,3,1,0,2,0,3,1,0,2,2,0,4,0,0,2,3,Pass,80.61691,A-
1,20,5,2,2,0,9,7,2,10,1,7,8,9,8,8,8,9,9,9,7,7,6,9,5,6,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.1,93.0,0,1,89.0,0,90.0,1,23,5.0,5,3,3.1,0,3,1,2,5,2,1,1,1,0,8,5,5.0,0,9,3.0,5,0,2,4,0,2,1,5,4,100,8,0,2,2,0,3,2,2,0,0,0,0,1,1,0,2,0,2,0,0,0,0,2,0,Pass,73.34867,B+
1,19,4,2,2,1,5,3,11,41,9,6,8,9,8,8,8,9,9,9,7,5,6,9,5,4,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.3,91.9,0,1,85.45,0,89.0,1,23,4.0,2,3,3.27,0,3,0,3,2,2,2,0,1,0,6,4,4.0,0,1,3.0,0,6,3,5,1,4,10,3,2,85,0,2,0,1,0,1,2,0,2,1,0,1,0,1,4,4,2,3,0,2,4,3,4,0,Pass,54.417343,A-
1,18,5,2,2,1,10,8,11,41,10,5,8,9,8,8,8,9,9,9,4,3,3,9,2,2,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.9,93.0,0,3,89.0,0,1.0,1,29,5.0,5,3,3.0,1,0,0,2,4,1,0,1,1,0,2,37,5.0,0,1,3.0,1,8,2,5,1,3,0,4,2,110,0,2,0,1,0,1,0,2,2,0,0,2,0,1,4,0,2,2,2,4,0,2,2,4,Pass,59.98221,B+
0,20,7,2,2,1,9,8,16,10,9,5,8,9,8,8,8,9,9,9,2,2,5,9,2,5,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.8,954.0,0,1,954.0,0,100.0,1,1,3.0,3,3,2.8,0,3,0,3,3,1,2,1,3,2,2,14,5.0,0,8,3.0,3,7,1,5,0,3,0,3,0,121,9,0,0,1,2,4,0,0,0,0,2,1,2,3,4,2,3,0,4,0,4,0,0,4,Pass,69.95582,B+
1,18,4,2,2,0,5,7,5,41,9,9,8,9,8,8,8,9,9,9,6,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.0,89.0,0,3,61.0,1,73.0,1,11,3.0,3,1,2.0,0,3,1,3,3,1,4,1,4,0,0,0,2.0,0,1,4.0,0,2,1,5,0,4,5,3,4,82,0,2,2,3,0,4,2,1,2,2,2,2,1,3,2,0,3,3,3,2,4,2,3,3,Fail,85.40917,A-
1,19,5,0,2,2,18,8,5,48,9,3,8,9,8,8,8,9,9,9,6,6,5,9,6,7,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.2,96.0,0,1,90.0,0,86.0,1,11,4.0,3,3,3.2,0,0,0,2,3,1,3,0,1,0,8,5,4.0,0,5,3.0,0,4,2,5,1,3,7,1,2,40,3,2,0,1,0,3,3,3,1,2,2,3,3,4,4,2,0,2,3,2,3,3,4,1,Pass,83.94798,B
1,20,6,2,2,1,9,3,14,40,10,3,8,9,8,8,8,9,9,9,3,4,5,9,1,1,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.5,85.54,0,3,84.9,0,52.0,1,23,3.0,3,3,2.91,0,3,0,4,3,1,3,0,1,2,4,14,3.0,0,3,2.0,0,4,2,5,1,3,10,2,2,89,3,2,2,1,0,3,1,1,0,1,2,2,0,1,3,2,2,4,4,4,4,2,3,2,Pass,73.279396,A
1,19,4,2,2,0,5,3,2,41,9,3,8,9,8,8,8,9,9,9,3,3,4,9,2,4,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.6,86.0,1,1,87.0,0,0.1,1,11,3.0,3,3,2.7,0,3,0,4,2,0,2,0,3,0,0,29,5.0,0,1,1.0,2,6,0,5,1,4,10,4,0,117,4,0,4,2,0,3,0,2,2,0,2,2,2,4,4,2,2,2,0,4,0,0,2,2,Pass,74.71177,C
0,20,5,0,2,0,5,3,5,41,9,7,8,9,8,8,8,9,9,9,6,4,6,9,4,7,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.5,93.5,0,2,93.0,1,1.0,1,23,5.0,5,3,3.4,1,2,0,4,4,0,3,1,3,0,9,38,3.0,0,8,3.0,0,0,2,4,0,4,7,1,0,127,7,0,0,2,0,1,0,0,0,0,0,0,0,1,2,2,2,4,2,0,2,0,2,0,Pass,82.735855,A-
0,19,7,0,2,0,7,8,3,0,9,5,8,9,8,8,8,9,9,9,4,3,6,9,0,4,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.16,88.0,0,3,90.0,0,90.0,1,11,3.0,2,3,2.91,0,3,0,5,1,1,3,1,1,0,2,21,4.0,0,0,1.0,1,0,1,2,0,3,1,1,3,89,1,0,2,1,2,0,2,2,0,0,1,3,0,1,4,0,4,0,4,0,1,0,2,4,Pass,85.18329,B
0,19,6,2,2,0,5,7,9,49,9,7,8,9,8,8,8,9,9,9,8,7,7,9,8,6,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.71,91.0,1,3,85.0,0,0.1,1,23,4.0,4,3,3.71,0,3,0,3,3,1,2,1,4,2,2,27,5.0,0,1,3.0,1,4,3,5,0,2,1,2,4,93,1,0,2,2,0,1,2,2,1,0,3,1,2,1,4,2,2,3,3,3,2,4,2,2,Pass,78.82319,B
0,19,3,2,1,2,10,8,5,10,9,4,8,9,8,8,8,9,9,9,4,6,5,9,4,1,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.8,85.0,0,4,85.0,0,57.0,1,36,2.0,2,3,2.8,0,3,1,2,2,1,4,0,4,2,1,4,3.0,0,4,3.0,1,3,2,3,1,3,10,2,3,11,2,1,4,1,0,4,2,1,2,2,2,1,2,4,4,4,4,4,3,2,4,4,2,2,Fail,84.87477,B
1,20,6,0,2,1,7,6,11,9,9,6,8,9,8,8,8,9,9,9,6,5,5,9,6,6,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.16,90.0,1,1,85.0,0,95.0,1,23,5.0,5,3,3.26,1,2,0,3,3,1,3,0,1,0,8,5,5.0,0,6,3.0,1,3,1,5,1,0,0,2,0,82,4,2,2,0,2,3,2,1,0,2,0,0,0,0,1,0,0,0,4,3,0,0,1,0,Pass,63.03961,B
0,20,6,0,2,1,5,6,11,56,9,4,8,9,8,8,8,9,9,9,5,5,6,9,5,5,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.17,86.0,0,1,89.0,0,89.0,1,23,3.0,3,3,3.17,0,3,0,3,3,1,2,1,2,0,2,4,3.0,0,2,3.0,0,3,3,5,1,4,10,5,3,15,5,2,2,1,2,2,2,2,2,2,3,3,2,1,3,3,4,2,2,4,2,0,1,1,Pass,68.63523,B+
1,21,5,3,1,4,7,7,4,41,9,3,8,9,8,8,8,9,9,9,5,5,5,9,3,1,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.73,91.36,0,1,83.36,1,0.1,1,7,1.0,1,3,2.73,0,3,0,3,2,1,2,1,3,0,8,15,5.0,0,7,2.0,1,3,0,4,0,0,1,4,2,71,3,1,0,2,4,4,2,2,1,2,0,0,0,2,0,0,0,2,2,0,0,3,2,0,Pass,77.96518,B+
0,20,5,0,2,0,5,8,14,41,9,3,8,9,8,8,8,9,9,9,3,2,4,9,2,1,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.77,90.0,0,1,90.0,1,0.1,1,11,3.0,4,3,2.77,1,2,1,3,3,1,3,1,1,0,6,14,4.0,0,1,4.0,1,0,1,3,0,4,5,4,2,2,0,0,0,2,0,4,2,2,0,0,3,1,0,4,0,4,4,0,4,4,2,2,0,4,Pass,66.73193,B
1,21,5,0,1,2,7,6,14,10,9,6,8,9,8,8,8,9,9,9,4,5,6,9,4,6,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.41,84.0,1,1,84.0,0,420.0,1,20,4.0,4,3,3.3,1,2,0,3,3,1,4,1,1,2,0,5,4.0,0,4,3.0,7,0,3,5,0,4,5,3,2,124,2,0,2,2,0,3,2,2,2,2,2,2,0,1,4,2,2,0,4,2,2,0,4,4,Pass,67.84465,A-
1,20,5,2,2,1,5,3,0,41,9,4,8,9,8,8,8,9,9,9,6,7,6,9,4,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,92.0,0,3,82.0,1,0.1,1,12,3.0,3,3,2.9,0,3,0,3,3,1,3,0,1,0,8,11,4.0,0,8,3.0,0,6,1,5,1,0,10,3,0,104,8,0,0,1,0,4,2,1,0,2,2,2,0,2,1,2,0,4,4,4,0,4,2,4,Pass,79.77116,B
1,19,6,2,2,1,10,6,11,41,9,3,8,9,8,8,8,9,9,9,2,2,6,9,3,3,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,89.0,1,1,85.0,0,50.0,1,11,3.0,2,3,2.75,0,3,0,5,2,0,3,0,1,0,2,5,2.0,0,1,3.0,3,7,2,3,1,2,1,2,3,104,4,0,2,1,0,4,2,2,0,2,0,1,0,1,1,4,3,4,2,4,4,4,4,4,Pass,70.48715,B
1,18,6,3,2,0,7,7,11,45,1,9,8,9,8,8,8,9,9,9,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.66,93.0,1,1,98.0,1,88.0,0,11,4.0,5,1,3.66,0,3,0,2,5,1,4,1,3,0,4,51,5.0,0,1,4.0,0,4,2,3,0,4,10,2,3,53,0,2,0,2,0,1,2,2,0,2,1,2,0,4,1,3,0,0,4,1,0,2,0,3,Pass,65.34455,B+
1,19,7,3,2,0,5,8,14,41,9,9,8,9,8,8,8,9,9,9,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.15,84.33,0,0,83.63,0,82.0,0,29,5.0,4,1,3.15,0,3,0,3,4,1,4,1,3,0,2,18,4.0,0,2,2.0,7,8,2,4,0,1,5,4,2,76,2,0,2,0,0,3,0,2,0,2,0,2,0,0,0,0,0,4,0,4,2,0,0,0,Pass,67.8632,B+
0,19,5,2,2,4,5,7,2,41,9,9,8,9,8,8,8,9,9,9,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.57,94.0,0,3,92.0,0,80.0,0,11,3.0,5,1,3.57,0,3,0,3,5,1,2,1,2,4,1,43,4.0,0,1,3.0,2,5,1,5,0,4,5,5,0,8,2,2,0,2,0,2,1,2,0,0,2,0,2,4,4,3,0,0,2,1,2,0,2,2,Pass,75.62248,A
1,20,4,2,2,0,9,7,2,3,9,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3.0,90.0,1,2,990.0,0,86.0,0,23,4.0,4,1,3.0,0,3,1,4,2,1,1,1,1,1,8,33,4.0,0,2,1.0,1,0,0,2,1,0,11,4,0,53,1,4,0,0,0,1,2,1,1,3,0,0,2,1,0,0,0,2,2,4,0,0,2,0,Pass,80.14328,B+
1,20,4,2,2,0,9,3,14,34,9,9,8,9,8,8,8,9,9,9,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.1,88.0,1,3,76.0,1,86.0,0,23,5.0,4,1,3.1,0,3,0,1,3,1,2,0,4,2,0,37,2.0,0,1,3.0,7,3,2,3,0,4,1,5,4,79,1,1,0,1,0,3,1,1,1,0,1,2,2,3,3,0,0,2,0,1,0,0,0,2,Fail,65.45932,B
1,19,6,2,2,1,5,6,2,34,9,9,8,9,8,8,8,9,9,9,0,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,1.89,90.45,0,3,72.0,0,80.0,0,32,5.0,3,1,1.89,0,3,1,5,1,1,1,1,1,1,8,0,5.0,0,9,5.0,1,6,2,5,1,0,5,1,0,82,1,0,0,4,0,1,0,2,2,0,0,0,2,2,2,0,0,0,1,1,0,3,1,1,Pass,76.63437,B+
1,19,5,2,2,1,9,7,0,34,9,9,8,9,8,8,8,9,9,9,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.7,86.0,0,0,82.0,1,86.0,0,23,3.0,4,1,3.7,0,3,0,3,3,1,3,1,1,4,8,5,3.0,0,4,1.0,7,5,2,3,0,3,1,3,4,40,5,2,0,4,0,4,3,3,3,2,3,2,3,1,1,4,4,4,3,0,3,0,3,3,Pass,3.9282956,B
1,18,7,2,2,0,5,3,0,41,9,9,8,9,8,8,8,9,9,9,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.45,90.0,0,3,69.0,0,79.0,0,29,4.0,5,1,3.45,0,3,1,3,4,1,4,1,3,4,3,4,4.0,0,1,4.0,7,6,2,4,1,2,0,2,4,108,0,2,0,2,0,1,2,2,1,0,0,2,2,1,4,2,0,3,4,1,0,0,0,2,Pass,60.128834,B+
1,19,9,1,2,0,9,7,3,34,9,9,8,9,8,8,8,9,9,9,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.31,84.0,0,0,70.0,0,80.0,0,11,4.0,4,1,3.31,0,3,0,4,3,1,1,1,1,4,8,4,4.0,0,6,4.0,7,4,3,5,1,4,0,1,0,38,5,3,0,2,0,3,2,3,1,3,2,2,2,1,3,4,4,0,3,2,0,3,1,3,Pass,75.26866,B-
0,18,5,2,2,0,9,3,14,41,9,9,8,9,8,8,8,9,9,9,6,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.51,89.5,0,3,913.0,0,77.0,0,11,3.0,4,1,3.51,0,3,0,4,3,1,4,1,4,2,2,33,4.0,0,8,3.0,7,8,3,5,1,4,10,3,4,110,0,4,4,1,2,2,1,1,0,2,2,3,2,1,4,2,3,1,4,0,2,0,4,4,Pass,64.33786,A-
1,19,6,3,2,1,5,3,11,10,9,9,8,9,8,8,8,9,9,9,3,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.21,90.0,0,3,90.0,0,76.0,0,23,5.0,5,1,3.21,0,3,0,2,4,1,4,1,1,4,1,37,5.0,0,0,4.0,0,1,1,5,1,4,0,4,0,138,0,0,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,2,3,0,4,0,0,Fail,59.588436,B-
1,19,5,2,2,0,5,7,0,41,9,9,8,9,8,8,8,9,9,9,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.14,94.0,0,1,70.0,0,74.0,0,11,4.0,4,1,2.14,0,3,0,3,3,1,3,1,1,2,0,14,4.0,0,4,1.0,4,3,3,5,1,2,10,2,2,89,4,0,0,2,0,4,2,2,0,2,0,2,2,1,2,0,4,4,4,2,2,2,4,2,Pass,79.45684,A-
1,18,5,2,2,0,7,3,0,34,9,9,8,9,8,8,8,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.29,94.0,1,1,78.0,1,69.0,0,29,5.0,5,1,2.29,0,3,0,3,4,1,0,1,0,0,1,5,4.0,0,5,3.0,2,5,2,5,1,4,5,4,2,61,1,0,0,2,0,1,2,2,0,2,2,2,2,3,4,2,0,0,2,4,0,4,4,4,Pass,54.27659,D
1,19,5,0,2,0,5,9,11,22,9,9,8,9,8,8,8,9,9,9,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.66,89.0,0,1,65.0,0,83.0,0,23,5.0,5,1,3.66,0,3,0,3,4,1,4,1,3,2,0,37,3.0,0,1,3.0,2,3,2,5,1,4,10,5,4,66,0,2,2,2,2,3,1,1,2,0,2,3,1,1,1,2,2,3,2,4,2,4,3,4,Pass,74.97541,A
0,19,4,4,1,2,7,7,5,0,9,9,8,9,8,8,8,9,9,9,5,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.55,94.0,0,1,84.0,0,82.0,0,23,4.0,4,1,3.55,0,3,0,4,4,1,4,1,2,0,6,51,3.0,0,7,4.0,1,5,2,4,1,4,5,3,2,57,3,2,2,2,0,3,2,2,2,2,2,1,2,4,2,2,4,0,4,2,2,4,2,4,Pass,81.56055,B
1,19,6,0,2,1,5,7,3,41,9,9,8,9,8,8,8,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.53,93.4,0,1,85.45,1,77.0,0,27,3.0,4,1,2.53,0,3,1,4,3,1,3,1,1,0,8,5,3.0,0,9,2.0,3,0,2,5,0,4,9,3,0,34,3,0,2,1,0,3,0,2,1,0,0,2,2,1,1,2,4,3,4,4,0,0,4,2,Pass,65.34885,B-
1,18,3,3,0,2,5,8,5,23,9,9,8,9,8,8,8,9,9,9,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.43,92.0,0,1,85.0,0,84.0,0,11,5.0,5,1,3.43,0,3,0,3,4,1,4,1,4,2,0,4,4.0,0,0,3.0,0,3,2,5,1,4,5,3,2,11,8,2,2,2,2,3,0,2,2,0,0,2,1,1,4,4,2,0,2,2,0,0,4,2,Pass,65.48023,B+
1,18,6,2,2,0,5,3,5,41,9,9,8,9,8,8,8,9,9,9,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.94,96.57,0,1,66.0,0,71.0,0,29,5.0,5,1,2.94,0,3,1,4,3,1,3,1,4,4,0,5,4.0,0,2,3.0,7,4,1,3,0,4,0,1,0,11,3,0,0,1,0,2,2,1,0,0,1,3,2,1,1,0,4,2,4,0,4,4,3,2,Pass,51.44271,B+
1,19,7,2,2,1,8,3,2,41,9,9,8,9,8,8,8,9,9,9,0,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.7,96.0,1,1,91.0,1,82.0,0,23,5.0,4,1,2.7,0,3,0,3,3,1,3,1,1,0,1,35,4.0,0,0,3.0,0,6,2,3,0,3,1,2,3,30,0,2,0,1,0,3,2,2,2,0,0,1,0,2,3,4,2,4,0,2,0,0,2,2,Pass,73.33359,B
1,19,4,0,1,3,16,13,14,36,1,9,8,9,8,8,8,9,9,9,2,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.78,89.75,0,3,86.34,1,82.0,0,23,4.0,4,1,2.78,0,3,0,3,3,1,4,1,4,2,2,37,4.0,0,2,2.0,7,0,2,5,0,4,10,3,4,138,0,0,4,1,3,1,2,2,0,2,2,3,2,1,3,0,0,2,4,3,0,2,4,4,Pass,74.56333,B+
1,19,5,3,2,1,1,7,5,34,9,9,8,9,8,8,8,9,9,9,0,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.5,88.0,0,1,71.0,0,78.0,0,11,4.0,3,1,2.5,0,3,0,3,3,1,2,1,1,0,2,6,4.0,0,5,2.0,7,2,2,3,0,3,1,4,3,65,1,1,0,2,0,1,2,2,2,0,0,2,0,1,1,0,0,0,0,2,2,1,0,0,Pass,77.76732,B
1,19,6,2,2,1,5,3,11,21,9,9,8,9,8,8,8,9,9,9,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.8,83.0,0,3,92.0,0,81.0,0,11,3.0,4,1,2.8,0,3,0,3,2,1,4,1,1,4,0,30,4.0,0,3,4.0,1,6,2,4,0,2,10,1,0,110,1,0,0,2,0,1,2,2,2,1,0,0,0,1,1,0,0,3,2,3,2,3,2,2,Pass,73.5662,B+
1,19,4,2,2,3,9,6,5,10,1,9,8,9,8,8,8,9,9,9,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.33,94.0,1,3,59.0,0,73.0,0,23,4.0,4,1,2.23,0,3,0,3,4,1,1,1,1,0,0,4,4.0,0,4,4.0,1,3,2,4,1,4,5,4,4,77,3,0,0,0,0,1,2,1,1,0,0,2,2,1,1,0,0,0,4,3,0,4,2,4,Pass,83.0951,B
1,18,6,2,2,0,3,1,16,41,9,9,8,9,8,8,8,9,9,9,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.62,86.272727,0,1,86.0909,0,80.0,0,11,4.0,4,1,3.62,0,3,0,3,4,1,3,1,3,3,0,5,5.0,0,3,3.0,1,5,1,5,0,4,10,1,4,11,1,0,0,1,0,1,2,2,0,0,2,1,2,4,3,2,2,2,4,3,2,0,4,0,Pass,77.776794,B+
0,18,5,2,2,0,5,7,2,35,9,9,8,9,8,8,8,9,9,9,1,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.0,90.0,1,3,84.0,0,80.0,0,11,3.0,4,1,3.0,0,3,0,3,3,1,4,1,4,2,2,37,4.0,0,0,3.0,1,5,3,3,0,4,10,2,0,124,0,2,2,1,0,4,2,1,3,1,2,0,2,1,1,4,3,3,4,2,3,0,4,3,Pass,70.54774,C
1,18,5,2,2,0,9,3,0,41,9,9,8,9,8,8,8,9,9,9,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,3.25,94.73,0,3,83.64,0,76.0,0,23,5.0,5,1,3.25,0,3,0,2,4,1,3,1,3,4,0,5,5.0,0,3,4.0,0,6,1,4,0,4,7,2,4,11,0,0,0,1,0,1,2,0,0,2,2,2,0,4,3,2,2,2,4,3,2,4,2,2,Pass,78.096794,B
1,18,6,4,2,4,10,8,5,37,9,9,8,9,8,8,8,9,9,9,0,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,8,7,2.78,85.0,0,3,88.3,0,83.0,0,23,5.0,5,1,2.78,0,3,0,3,5,1,2,1,2,4,5,2,4.0,0,1,4.0,0,5,2,5,0,2,5,2,0,70,2,0,0,2,0,3,2,2,2,2,2,3,2,1,3,0,2,0,2,2,3,4,2,2,Pass,78.7301,C+
